state,county,gisjoin,pop_enslaved_1860,pop_total_1860,pop_total_2010,pop_black_2010,pop_white_2010,income_black_2010,income_white_2010,pct_pop_enslaved_1860,had_rosenwald_school
Texas,Bastrop,G4800210,2591,7006,74171,5772,54750,32069,53687,36.9825863545532,1
Texas,Bee,G4800250,79,910,31861,2592,25092,55000,41191,8.68131868131868,1
Texas,Bell,G4800270,1005,4799,310235,66700,190553,44110,50413,20.9418628881017,0
Texas,Bexar,G4800290,1395,14454,1714773,128892,1250252,40551,50324,9.65130759651308,0
Texas,Blanco,G4800310,98,1281,10497,69,9475,21188,47908,7.65027322404372,0
Texas,Bosque,G4800350,293,2005,18212,296,16372,58000,45203,14.6134663341646,0
Texas,Bowie,G4800370,2651,5052,92565,22387,63641,28928,47442,52.4742676167854,1
Texas,Brazoria,G4800390,5110,6823,313166,37761,219416,61926,65831,74.8937417558259,1
Texas,Brazos,G4800410,1063,3096,194851,21414,142814,24180,42448,34.3346253229974,1
Texas,Brown,G4800490,0,244,38106,1382,32962,24907,39972,0,0
Texas,Burleson,G4800510,2003,5683,17187,2098,13392,25729,47133,35.24546894246,1
Texas,Burnet,G4800530,235,2487,42750,766,37825,33000,48955,9.44913550462405,0
Texas,Caldwell,G4800550,1610,4481,38066,2585,28865,26337,47337,35.9294800267797,1
Texas,Calhoun,G4800570,414,2642,21381,565,17432,37784,43516,15.669947009841,1
Texas,Cameron,G4800610,7,6028,406220,2155,353423,42740,31315,0.116124751161248,0
Texas,Chambers,G4800710,513,1508,35096,2872,27582,44477,70956,34.0185676392573,0
Texas,Cherokee,G4800730,3246,12098,50845,7498,36450,27747,38399,26.8308811373781,1
Texas,Clay,G4800770,0,109,10752,57,10224,78150,50410,0,0
Texas,Collin,G4800850,1047,9264,782341,66387,560036,57077,82005,11.3018134715026,0
Texas,Colorado,G4800890,3559,7885,20874,2740,15676,19030,43803,45.136334812936,1
Texas,Comal,G4800910,193,4030,108472,1727,97044,72421,65188,4.78908188585608,0
Texas,Comanche,G4800930,61,709,13974,53,12417,11897,35408,8.60366713681241,0
Texas,Cooke,G4800970,369,3760,38437,1054,32943,36885,49778,9.81382978723404,0
Texas,Coryell,G4800990,306,2666,75388,11943,53033,44007,47753,11.4778694673668,0
Texas,Dallas,G4801130,1074,8665,2368139,528200,1267861,36359,54678,12.3946912867859,0
Texas,DeWitt,G4801230,1643,5108,20097,1876,15206,29861,42910,32.1652310101801,0
Texas,Denton,G4801210,251,5031,662614,55534,497260,49931,74516,4.98906777976545,0
Texas,Eastland,G4801330,0,99,18583,335,16697,28250,33369,0,0
Texas,El Paso,G4801410,15,4051,800647,24864,656993,44746,37095,0.370278943470748,0
Texas,Ellis,G4801390,1104,5246,149610,13482,117662,36087,65604,21.0446054136485,1
Texas,Erath,G4801430,118,2425,37890,451,32441,18409,40205,4.8659793814433,0
Texas,Falls,G4801450,1716,3614,17866,4524,10832,18204,36102,47.4820143884892,1
Texas,Fannin,G4801470,1721,9217,33915,2312,29172,23790,46625,18.6720190951503,1
Texas,Fayette,G4801490,3786,11604,24554,1632,20491,24930,49406,32.6266804550155,1
Texas,Fort Bend,G4801570,4127,6143,585375,125818,296310,64910,87276,67.1821585544522,1
Texas,Freestone,G4801610,3613,6881,19816,3193,14484,20720,49981,52.5069030664148,1
Texas,Galveston,G4801670,1520,8229,291309,40112,211088,33605,63752,18.4712601774213,1
Texas,Goliad,G4801750,843,3384,7210,343,6035,13667,60815,24.9113475177305,0
Texas,Gonzales,G4801770,3168,8059,19807,1468,14158,21367,43480,39.3100881002606,1
Texas,Grayson,G4801810,1292,8184,120877,7081,101371,34550,49063,15.7869012707722,1
Texas,Grimes,G4801850,5468,10307,26604,4390,19409,18438,41667,53.0513243426797,1
Texas,Guadalupe,G4801870,1748,5444,131533,8512,105017,64951,61687,32.1087435709038,1
Texas,Hardin,G4801990,191,1353,54635,3193,49505,31908,55187,14.1167775314117,1
Texas,Harris,G4802010,2053,9070,4092459,775492,2318256,36233,60359,22.6350606394708,1
Texas,Harrison,G4802030,8784,15001,65631,14398,45020,22789,53929,58.5560962602493,1
Texas,Hays,G4802090,797,2126,157107,5536,126712,45029,60732,37.4882408278457,0
Texas,Henderson,G4802130,1116,4595,78532,4887,67395,23771,40939,24.2872687704026,1
Texas,Hidalgo,G4802150,1,1192,774769,4569,681649,48977,33910,0.0838926174496644,0
Texas,Hill,G4802170,650,3653,35089,2224,29307,24297,40729,17.7935943060498,0
Texas,Hopkins,G4802230,990,7745,35161,2483,28646,32262,42564,12.7824402840542,1
Texas,Houston,G4802250,2819,8058,23732,6179,15896,19505,38911,34.9838669645073,1
Texas,Hunt,G4802310,577,6630,86129,7133,70248,22697,46123,8.70286576168929,1
Texas,Jack,G4802370,50,1000,9044,340,7913,19886,46305,5,0
Texas,Jackson,G4802390,1194,2612,14075,988,11446,30795,52938,45.7120980091884,1
Texas,Jasper,G4802410,1611,4037,35710,5959,27738,17884,41672,39.9058706960614,1
Texas,Jefferson,G4802450,309,1995,252273,85291,131574,28971,53015,15.4887218045113,1
Texas,Johnson,G4802510,513,4305,150934,3979,131622,44657,55336,11.9163763066202,1
Texas,Karnes,G4802550,327,2171,14824,1377,10408,59844,42130,15.0621833256564,0
Texas,Kaufman,G4802570,533,3936,103350,10730,81776,47308,61361,13.5416666666667,1
Texas,Kerr,G4802650,49,634,49625,884,43505,18073,44043,7.72870662460568,0
Texas,Kinney,G4802710,0,61,3598,53,3187,16932,25087,0,0
Texas,Lamar,G4802770,2833,10136,49793,6703,39489,25850,41250,27.9498816101026,0
Texas,Lampasas,G4802810,153,1028,19677,632,16792,72222,46665,14.8832684824903,0
Texas,Lavaca,G4802850,1707,5945,19263,1301,16563,28083,43423,28.713204373423,1
Texas,Leon,G4802890,2620,6781,16801,1202,14258,16958,44868,38.6373691195989,1
Texas,Liberty,G4802910,1079,3189,75643,8202,58363,24637,48951,33.835058011916,1
Texas,Limestone,G4802930,1072,4537,23384,4103,16139,26754,46364,23.6279479832488,1
Texas,Madison,G4803130,675,2238,13664,2719,9149,25048,41848,30.1608579088472,1
Texas,Marion,G4803150,2017,3977,10546,2325,7752,16801,35795,50.7166205682675,1
Texas,Matagorda,G4803210,2107,3454,36702,4200,26137,20833,48071,61.0017371163868,1
Texas,Maverick,G4803230,1,726,54258,135,49617,10341,29468,0.137741046831956,0
Texas,McLennan,G4803090,2395,6206,234906,34767,164037,24874,44689,38.5916854656784,0
Texas,Medina,G4803250,106,1838,46006,1012,39369,20582,50455,5.76713819368879,0
Texas,Milam,G4803310,1542,5175,24757,2473,19347,18654,44884,29.7971014492754,1
Texas,Montgomery,G4803390,2811,5479,455746,19401,380593,42193,67533,51.3049826610695,1
Texas,Nacogdoches,G4803470,2359,8292,64524,11731,44249,19488,37955,28.4491075735649,1
Texas,Navarro,G4803490,1890,5996,47735,6606,33142,27425,45582,31.5210140093396,1
Texas,Newton,G4803510,1013,3119,14445,2901,11105,18064,41409,32.4783584482206,1
Texas,Nueces,G4803550,216,2906,340223,13637,277402,28125,45111,7.43289745354439,0
Texas,Orange,G4803610,392,1916,81837,6979,70478,26927,50284,20.4592901878914,0
Texas,Palo Pinto,G4803630,130,1524,28111,621,24497,26607,42136,8.53018372703412,0
Texas,Panola,G4803650,3058,8475,23796,3867,18267,30379,47782,36.0825958702065,1
Texas,Parker,G4803670,222,4213,116927,1915,106862,39886,61632,5.2694042250178,0
Texas,Polk,G4803730,4198,8300,45413,5211,35082,27460,34352,50.5783132530121,1
Texas,Red River,G4803870,3039,8535,12860,2233,9838,27383,38142,35.6063268892794,1
Texas,Refugio,G4803910,234,1600,7383,483,5943,46250,44337,14.625,1
Texas,Robertson,G4803950,2258,4997,16622,3586,11247,19085,50602,45.1871122673604,1
Texas,Rusk,G4804010,6132,15803,53330,9435,38512,30658,51519,38.8027589698159,1
Texas,Sabine,G4804030,1150,2750,10834,784,9658,26053,33828,41.8181818181818,0
Texas,San Augustine,G4804050,1717,4094,8865,2016,6375,19244,27235,41.9394235466536,1
Texas,San Patricio,G4804090,95,620,64804,1071,55660,30156,47926,15.3225806451613,0
Texas,Shackelford,G4804170,9,44,3378,29,3145,2499,48580,20.4545454545455,0
Texas,Shelby,G4804190,1476,5362,25448,4432,17467,20255,35649,27.5270421484521,1
Texas,Smith,G4804230,4982,13392,209714,37629,147086,27824,52056,37.2013142174433,1
Texas,Tarrant,G4804390,850,6020,1809034,268983,1205530,40333,61339,14.1196013289037,1
Texas,Titus,G4804490,2438,9648,32334,3091,21848,26994,41082,25.2694859038143,1
Texas,Travis,G4804530,3136,8080,1024266,87308,709814,36227,60809,38.8118811881188,1
Texas,Trinity,G4804550,959,4392,14585,1378,12302,17105,39690,21.8351548269581,1
Texas,Tyler,G4804570,1148,4525,21766,2390,17930,25735,36672,25.3701657458564,1
Texas,Upshur,G4804590,3794,10645,39309,3416,33466,24030,45673,35.6411460779709,1
Texas,Uvalde,G4804630,27,506,26405,170,20631,4500,36265,5.33596837944664,0
Texas,Van Zandt,G4804670,322,3777,52579,1427,47784,19718,43817,8.52528461742123,1
Texas,Victoria,G4804690,1413,4171,86793,5513,69013,32970,52465,33.8767681611124,0
Texas,Walker,G4804710,4135,8191,67861,15257,45511,19512,40276,50.4822366011476,1
Texas,Washington,G4804770,7941,15215,33718,5947,25008,20729,49248,52.1919158724943,1
Texas,Webb,G4804790,0,1397,250304,1132,220201,31250,37001,0,0
Texas,Wharton,G4804810,2734,3380,41280,5817,29793,20489,45840,80.887573964497,1
Texas,Williamson,G4804910,891,4529,422679,26196,330191,54500,69982,19.6732170457055,1
Texas,Wise,G4804970,128,3160,59127,627,52448,49500,56300,4.05063291139241,0
Texas,Wood,G4804990,1005,4968,41964,1972,37213,38986,41788,20.2294685990338,1
Texas,Young,G4805030,92,592,18550,232,16748,28603,38984,15.5405405405405,0
Virginia,Accomack,G5100010,4507,18586,33164,9303,21662,28312,44544,24.2494350586463,1
Virginia,Albemarle,G5100030,13916,26625,98970,9600,79738,38526,71532,52.2666666666667,1
Virginia,Alleghany,G5100050,990,6765,16250,761,15145,27853,44245,14.6341463414634,0
Virginia,Amelia,G5100070,7655,10741,12690,2932,9332,38750,55303,71.2689693697049,1
Virginia,Amherst,G5100090,6278,13742,32353,6148,24829,31275,49315,45.6847620433707,1
Virginia,Appomattox,G5100110,4600,8889,14973,3007,11597,41613,50582,51.7493531330858,1
Virginia,Augusta,G5100150,5616,27749,73750,2930,68848,40833,51101,20.2385671555732,1
Virginia,Bath,G5100170,946,3676,4731,222,4432,41757,50749,25.734494015234,1
Virginia,Bedford,G5100190,10176,25068,68676,3942,62775,35250,56388,40.5935854475826,1
Virginia,Botetourt,G5100230,2769,11516,33148,1005,31469,34500,65426,24.0448072247308,1
Virginia,Brunswick,G5100250,9146,14809,17434,9992,7048,25391,50736,61.7597406982241,1
Virginia,Buchanan,G5100270,30,2793,24098,616,23271,2499,29130,1.07411385606874,0
Virginia,Buckingham,G5100290,8811,15212,17146,6014,10644,29428,43424,57.9213778595845,1
Virginia,Campbell,G5100310,11580,26197,54842,7767,45024,32654,45117,44.2035347558881,1
Virginia,Caroline,G5100330,10672,18464,28545,8375,18649,45929,60285,57.7989601386482,1
Virginia,Carroll,G5100350,262,8012,30042,178,29168,11298,36566,3.27009485771343,1
Virginia,Charles City,G5100360,2947,5609,7256,3513,2970,41038,54978,52.5405598145837,1
Virginia,Charlotte,G5100370,9238,14471,12586,3751,8467,26111,42705,63.8380208693249,1
Virginia,Chesterfield,G5100410,8354,19016,316236,69412,215954,59676,74894,43.931426167438,1
Virginia,Clarke,G5100430,3375,7146,14034,746,12662,42361,75601,47.2292191435768,1
Virginia,Culpeper,G5100470,6675,12063,46689,7368,35058,42500,67146,55.3344939069883,1
Virginia,Cumberland,G5100490,6705,9961,10052,3278,6427,23092,46477,67.3125188234113,1
Virginia,Dinwiddie,G5100530,12774,30198,28001,9204,17899,44193,55713,42.300814623485,1
Virginia,Essex,G5100570,6696,10469,11151,4247,6370,41750,49088,63.9602636354953,1
Virginia,Fairfax,G5100590,3116,11834,1081726,99218,677990,75072,116537,26.3309109345952,1
Virginia,Fauquier,G5100610,10455,21706,65203,5321,55607,49600,87295,48.1664056021377,1
Virginia,Floyd,G5100630,475,8236,15279,280,14660,13725,43674,5.7673627974745,1
Virginia,Fluvanna,G5100650,4994,10353,25691,3938,20743,47721,70890,48.2372259248527,1
Virginia,Franklin,G5100670,6351,20098,56159,4575,49699,31334,47435,31.6001592198229,1
Virginia,Frederick,G5100690,2259,16546,78305,3175,69934,53750,62296,13.6528466094524,1
Virginia,Giles,G5100710,778,6883,17286,261,16723,44563,41383,11.3032108092402,0
Virginia,Gloucester,G5100730,5736,10956,36858,3197,32149,37941,60028,52.354874041621,1
Virginia,Goochland,G5100750,6139,10656,21717,4180,16820,36929,93310,57.6107357357357,1
Virginia,Grayson,G5100770,547,8252,15533,320,14802,35380,32148,6.62869607367911,1
Virginia,Greene,G5100790,1984,5022,18403,1167,16123,35341,55846,39.5061728395062,0
Virginia,Greensville,G5100810,4167,6374,12243,7321,4718,37580,45722,65.3749607781613,1
Virginia,Halifax,G5100830,14897,26520,36241,13293,22011,23730,38579,56.1726998491704,1
Virginia,Hanover,G5100850,9483,17222,99863,9304,86550,59775,78377,55.0632911392405,1
Virginia,Henrico,G5100870,20041,61616,306935,90669,181719,46636,66693,32.5256426902103,1
Virginia,Henry,G5100890,5018,12105,54151,11841,39487,29449,35660,41.4539446509707,1
Virginia,Isle of Wight,G5100930,3570,9977,35270,8712,25318,38131,70881,35.7822992883632,0
Virginia,James City,G5100950,2586,5798,67009,8805,53792,44739,79638,44.6015867540531,1
Virginia,King George,G5100990,3673,6571,23584,4214,18089,58294,82335,55.8971237254604,1
Virginia,King William,G5101010,5525,8530,15935,2819,12297,45320,73244,64.7713950762017,1
Virginia,King and Queen,G5100970,6139,10328,6945,1975,4663,38953,47466,59.4403563129357,0
Virginia,Lancaster,G5101030,2869,5151,11391,3184,7989,32714,54667,55.6979227334498,1
Virginia,Lee,G5101050,824,11032,25587,947,24092,10893,31446,7.46918056562727,0
Virginia,Loudoun,G5101070,5501,21774,312311,22710,214471,88321,120513,25.26407642142,0
Virginia,Louisa,G5101090,10194,16701,33153,5870,25996,35008,60835,61.0382611819652,1
Virginia,Lunenburg,G5101110,7305,11983,12914,4487,7856,34909,37983,60.9613619294,1
Virginia,Madison,G5101130,4397,8854,13308,1302,11543,41077,59682,49.6611700926135,0
Virginia,Mathews,G5101150,3008,7091,8978,823,7898,23419,53969,42.4199689747567,1
Virginia,Mecklenburg,G5101170,12420,20096,32727,12050,19619,24241,43001,61.8033439490446,1
Virginia,Middlesex,G5101190,2375,4364,10959,1978,8680,32893,54385,54.4225481209899,1
Virginia,Montgomery,G5101210,2219,10617,94392,3716,82643,31646,45248,20.9004426862579,1
Virginia,Nelson,G5101250,6238,13015,15020,1967,12509,38445,50667,47.9293123319247,0
Virginia,New Kent,G5101270,3374,5884,18429,2484,15057,49563,74225,57.3419442556084,1
Virginia,Northampton,G5101310,3872,7832,12389,4528,7168,20188,50508,49.438202247191,1
Virginia,Northumberland,G5101330,3439,7531,12330,3123,8801,28178,59464,45.6645863763113,1
Virginia,Nottoway,G5101350,6468,8836,15853,6227,8968,33542,40717,73.2005432322318,1
Virginia,Orange,G5101370,6111,10851,33481,4256,27584,31417,58198,56.3173901022947,1
Virginia,Page,G5101390,850,8109,24042,466,23063,42857,41785,10.482180293501,1
Virginia,Patrick,G5101410,2070,9359,18490,1085,16847,39413,35413,22.1177476226093,0
Virginia,Pittsylvania,G5101430,14340,32104,63506,14018,47918,29165,41833,44.6673311736855,1
Virginia,Powhatan,G5101450,5403,8392,28046,3822,23515,50769,75754,64.382745471878,1
Virginia,Prince Edward,G5101470,7341,11844,23368,7756,14796,29372,43277,61.9807497467072,1
Virginia,Prince George,G5101490,4997,8411,35725,11429,21845,60833,67857,59.4102960408988,1
Virginia,Prince William,G5101530,2356,8565,402002,81196,232401,77321,99683,27.5072971395213,1
Virginia,Pulaski,G5101550,1589,5416,34872,1757,32250,25121,41854,29.3389955686854,1
Virginia,Rappahannock,G5101570,3520,8850,7373,321,6834,47798,65114,39.774011299435,1
Virginia,Richmond,G5101590,2466,6856,9254,2804,6001,35234,42412,35.9684947491249,1
Virginia,Roanoke,G5101610,2643,8048,92376,4643,83140,49557,60323,32.8404572564612,1
Virginia,Rockbridge,G5101630,3985,17248,22307,594,21097,23622,45089,23.1041280148423,1
Virginia,Rockingham,G5101650,2387,23408,76314,1273,71182,46875,49789,10.1973684210526,1
Virginia,Russell,G5101670,1099,10280,28897,233,28270,36154,33157,10.6906614785992,0
Virginia,Scott,G5101690,490,12072,23177,135,22700,71063,34808,4.05897945659377,1
Virginia,Shenandoah,G5101710,753,13896,41993,734,39070,56167,50353,5.41882556131261,0
Virginia,Smyth,G5101730,1037,8952,32208,640,30847,25278,34964,11.5840035746202,1
Virginia,Southampton,G5101750,5408,12915,18570,6916,11215,35728,52466,41.8737901664731,1
Virginia,Spotsylvania,G5101770,7786,16076,122397,18671,92452,67469,80175,48.4324458820602,1
Virginia,Stafford,G5101790,3314,8555,128961,21881,93483,87407,96390,38.7375803623612,1
Virginia,Surry,G5101810,2515,6133,7058,3254,3618,49896,63750,41.0076634599707,0
Virginia,Sussex,G5101830,6384,10175,12087,7023,4747,31304,47098,62.7420147420147,1
Virginia,Tazewell,G5101850,1202,9920,45078,1333,42868,17212,35730,12.116935483871,0
Virginia,Warren,G5101870,1575,6442,37575,1736,34144,37461,61796,24.4489289040671,0
Virginia,Washington,G5101910,2547,16892,54876,690,53249,23285,40820,15.0781434998816,1
Virginia,Westmoreland,G5101930,3704,8282,17454,4891,11501,52648,53398,44.7234967399179,1
Virginia,Wise,G5101950,66,4508,41452,2137,38561,24366,33685,1.46406388642413,0
Virginia,Wythe,G5101970,2162,12305,29235,818,27790,48793,38795,17.5700934579439,1
Virginia,York,G5101990,1925,4949,65464,8751,50031,59311,84897,38.8967468175389,1
